num_susceptible,num_infected,num_recovered
255,1079,3676
255,1078,3677
254,1079,3677
254,1076,3680
253,1075,3682
253,1073,3684
249,1075,3686
248,1075,3687
247,1075,3688
247,1073,3690
246,1071,3693
245,1067,3698
244,1066,3700
243,1066,3701
243,1066,3701
240,1068,3702
240,1064,3706
239,1064,3707
238,1062,3710
237,1062,3711
235,1062,3713
235,1061,3714
235,1061,3714
235,1058,3717
234,1057,3719
234,1052,3724
233,1051,3726
233,1050,3727
232,1048,3730
232,1047,3731
231,1046,3733
231,1043,3736
227,1046,3737
227,1046,3737
227,1042,3741
226,1041,3743
226,1037,3747
225,1033,3752
225,1033,3752
221,1035,3754
220,1032,3758
220,1030,3760
218,1030,3762
217,1030,3763
217,1026,3767
217,1023,3770
216,1023,3771
215,1021,3774
212,1020,3778
212,1018,3780
212,1018,3780
211,1016,3783
209,1015,3786
208,1015,3787
207,1014,3789
206,1012,3792
205,1011,3794
205,1010,3795
205,1008,3797
205,1008,3797
205,1005,3800
205,1004,3801
203,1001,3806
203,1001,3806
203,1000,3807
202,998,3810
199,997,3814
199,995,3816
199,995,3816
199,993,3818
199,993,3818
199,990,3821
198,991,3821
198,990,3822
198,989,3823
197,987,3826
197,985,3828
197,984,3829
196,984,3830
194,986,3830
194,981,3835
193,977,3840
193,974,3843
192,974,3844
191,973,3846
191,973,3846
190,972,3848
187,975,3848
187,972,3851
187,971,3852
186,971,3853
186,969,3855
185,969,3856
184,969,3857
182,968,3860
182,967,3861
182,967,3861
180,967,3863
179,967,3864
176,965,3869
175,963,3872
173,962,3875
173,955,3882
173,953,3884
173,952,3885
173,950,3887
173,948,3889
172,947,3891
171,948,3891
171,947,3892
171,945,3894
171,943,3896
170,941,3899
170,940,3900
170,938,3902
170,937,3903
170,934,3906
169,931,3910
168,928,3914
167,926,3917
167,926,3917
165,928,3917
164,928,3918
164,928,3918
164,927,3919
163,925,3922
161,926,3923
161,924,3925
161,923,3926
160,922,3928
158,921,3931
158,920,3932
156,920,3934
156,914,3940
155,913,3942
155,911,3944
155,909,3946
154,909,3947
153,909,3948
152,910,3948
152,910,3948
152,908,3950
152,906,3952
150,908,3952
149,909,3952
148,910,3952
148,908,3954
148,904,3958
148,902,3960
148,900,3962
147,900,3963
147,899,3964
147,898,3965
147,895,3968
147,890,3973
147,889,3974
146,888,3976
146,887,3977
146,887,3977
145,887,3978
144,886,3980
144,883,3983
144,880,3986
144,880,3986
140,882,3988
140,878,3992
140,877,3993
139,877,3994
139,876,3995
139,875,3996
139,873,3998
139,871,4000
139,870,4001
139,869,4002
139,868,4003
139,868,4003
138,867,4005
137,868,4005
136,865,4009
136,864,4010
136,862,4012
136,858,4016
135,858,4017
135,856,4019
134,855,4021
134,853,4023
134,850,4026
134,846,4030
133,846,4031
133,846,4031
133,846,4031
133,845,4032
132,845,4033
132,843,4035
132,842,4036
132,840,4038
132,838,4040
131,836,4043
131,835,4044
130,836,4044
129,837,4044
128,836,4046
128,835,4047
128,834,4048
128,832,4050
127,833,4050
127,831,4052
126,831,4053
126,831,4053
125,831,4054
124,832,4054
124,830,4056
124,829,4057
124,828,4058
122,829,4059
122,827,4061
121,826,4063
121,825,4064
120,824,4066
120,822,4068
120,820,4070
120,820,4070
120,820,4070
119,819,4072
119,817,4074
115,820,4075
115,819,4076
113,820,4077
112,819,4079
112,818,4080
112,815,4083
112,813,4085
112,811,4087
112,810,4088
111,808,4091
110,808,4092
110,806,4094
110,802,4098
109,799,4102
109,798,4103
107,799,4104
107,798,4105
106,798,4106
106,796,4108
106,796,4108
105,795,4110
105,795,4110
105,795,4110
105,794,4111
103,793,4114
102,793,4115
101,788,4121
101,788,4121
100,788,4122
98,787,4125
97,786,4127
97,785,4128
97,784,4129
96,785,4129
96,784,4130
96,783,4131
95,783,4132
95,783,4132
93,785,4132
93,783,4134
92,782,4136
92,781,4137
92,781,4137
92,780,4138
92,777,4141
91,775,4144
90,775,4145
89,770,4151
87,772,4151
87,770,4153
85,769,4156
85,768,4157
84,767,4159
83,767,4160
83,765,4162
83,763,4164
83,763,4164
82,763,4165
80,763,4167
80,761,4169
80,760,4170
80,758,4172
79,758,4173
79,757,4174
79,756,4175
78,754,4178
77,755,4178
77,753,4180
75,753,4182
74,751,4185
74,749,4187
73,749,4188
71,751,4188
70,752,4188
69,749,4192
69,749,4192
69,749,4192
69,748,4193
69,748,4193
69,748,4193
69,748,4193
68,749,4193
68,749,4193
68,749,4193
68,747,4195
68,746,4196
68,745,4197
67,743,4200
65,744,4201
65,741,4204
65,741,4204
65,739,4206
64,740,4206
64,739,4207
63,737,4210
62,738,4210
62,735,4213
61,736,4213
61,736,4213
59,736,4215
59,736,4215
59,735,4216
58,734,4218
58,733,4219
58,731,4221
58,730,4222
58,726,4226
56,727,4227
55,725,4230
55,724,4231
55,722,4233
55,719,4236
55,716,4239
54,713,4243
54,711,4245
53,710,4247
51,710,4249
51,708,4251
51,707,4252
51,707,4252
51,705,4254
51,705,4254
50,706,4254
49,707,4254
49,705,4256
49,703,4258
48,702,4260
48,700,4262
48,700,4262
48,699,4263
48,695,4267
47,696,4267
47,694,4269
47,694,4269
46,693,4271
46,692,4272
44,693,4273
44,690,4276
44,688,4278
44,688,4278
44,687,4279
44,685,4281
44,685,4281
43,686,4281
42,686,4282
41,687,4282
41,687,4282
41,686,4283
40,684,4286
40,680,4290
40,679,4291
40,678,4292
39,677,4294
39,675,4296
39,672,4299
39,672,4299
39,671,4300
39,671,4300
39,668,4303
38,668,4304
38,666,4306
38,665,4307
38,664,4308
37,664,4309
37,664,4309
37,664,4309
37,664,4309
37,664,4309
37,663,4310
37,662,4311
37,660,4313
37,660,4313
37,659,4314
37,657,4316
37,655,4318
37,655,4318
37,652,4321
35,652,4323
35,652,4323
35,650,4325
35,648,4327
35,647,4328
35,647,4328
34,647,4329
34,645,4331
34,644,4332
34,643,4333
33,643,4334
33,642,4335
33,641,4336
33,640,4337
33,638,4339
32,638,4340
32,636,4342
31,636,4343
31,634,4345
31,633,4346
31,632,4347
31,629,4350
31,629,4350
31,628,4351
31,626,4353
30,623,4357
30,623,4357
29,623,4358
29,620,4361
29,615,4366
29,610,4371
29,608,4373
29,607,4374
29,607,4374
28,605,4377
28,605,4377
28,604,4378
28,604,4378
28,602,4380
28,601,4381
27,602,4381
26,603,4381
26,601,4383
26,599,4385
26,595,4389
26,595,4389
26,595,4389
26,592,4392
26,590,4394
26,588,4396
26,587,4397
26,586,4398
26,584,4400
25,581,4404
25,580,4405
25,580,4405
25,578,4407
25,577,4408
25,577,4408
25,576,4409
25,575,4410
25,574,4411
25,572,4413
25,570,4415
25,569,4416
25,568,4417
25,568,4417
25,568,4417
25,566,4419
24,566,4420
24,566,4420
24,565,4421
24,565,4421
24,564,4422
24,563,4423
24,559,4427
24,557,4429
24,555,4431
22,557,4431
22,557,4431
22,554,4434
22,553,4435
22,552,4436
22,549,4439
22,548,4440
22,547,4441
22,546,4442
22,545,4443
22,543,4445
22,543,4445
22,541,4447
22,541,4447
22,540,4448
22,540,4448
22,538,4450
21,538,4451
20,539,4451
20,538,4452
20,538,4452
20,538,4452
20,533,4457
20,530,4460
20,529,4461
20,528,4462
20,528,4462
20,526,4464
20,526,4464
20,525,4465
20,525,4465
20,524,4466
20,523,4467
20,522,4468
20,522,4468
20,522,4468
20,520,4470
20,520,4470
20,519,4471
20,517,4473
20,517,4473
20,516,4474
20,516,4474
20,516,4474
20,514,4476
19,514,4477
19,511,4480
19,509,4482
19,508,4483
19,507,4484
19,505,4486
19,504,4487
19,504,4487
19,503,4488
19,501,4490
19,500,4491
19,498,4493
19,497,4494
19,497,4494
18,496,4496
18,496,4496
18,496,4496
17,497,4496
17,495,4498
17,494,4499
17,494,4499
17,492,4501
17,491,4502
17,491,4502
17,491,4502
17,489,4504
17,486,4507
17,485,4508
17,484,4509
17,482,4511
17,481,4512
17,481,4512
17,480,4513
17,480,4513
17,478,4515
17,478,4515
17,478,4515
17,477,4516
17,474,4519
17,474,4519
17,473,4520
16,474,4520
16,474,4520
16,473,4521
16,472,4522
16,472,4522
16,471,4523
16,470,4524
16,468,4526
16,468,4526
16,467,4527
16,467,4527
16,467,4527
16,466,4528
16,463,4531
16,462,4532
16,461,4533
16,460,4534
16,458,4536
16,456,4538
16,453,4541
16,453,4541
16,452,4542
16,451,4543
16,451,4543
16,449,4545
15,450,4545
15,450,4545
15,450,4545
15,446,4549
15,446,4549
15,445,4550
15,442,4553
15,441,4554
14,440,4556
14,440,4556
14,440,4556
14,440,4556
14,439,4557
14,439,4557
14,438,4558
14,437,4559
14,436,4560
14,436,4560
14,435,4561
14,434,4562
14,434,4562
14,431,4565
14,430,4566
14,428,4568
14,428,4568
14,427,4569
14,426,4570
14,424,4572
14,424,4572
14,423,4573
14,422,4574
14,422,4574
14,422,4574
14,422,4574
14,421,4575
14,420,4576
14,419,4577
14,419,4577
14,419,4577
14,419,4577
14,417,4579
14,416,4580
14,414,4582
14,414,4582
14,414,4582
14,413,4583
14,413,4583
14,411,4585
14,410,4586
13,409,4588
13,409,4588
13,409,4588
13,409,4588
13,409,4588
13,409,4588
13,408,4589
13,408,4589
13,408,4589
13,407,4590
13,405,4592
13,403,4594
13,402,4595
12,403,4595
12,403,4595
12,401,4597
12,400,4598
12,400,4598
12,400,4598
12,400,4598
12,400,4598
12,400,4598
12,399,4599
12,398,4600
12,398,4600
12,395,4603
12,394,4604
12,392,4606
12,392,4606
12,392,4606
12,389,4609
12,389,4609
12,387,4611
12,387,4611
12,387,4611
12,387,4611
12,386,4612
12,385,4613
12,385,4613
12,385,4613
12,384,4614
12,383,4615
12,382,4616
12,382,4616
12,380,4618
12,380,4618
12,378,4620
12,378,4620
11,378,4621
11,378,4621
11,378,4621
11,378,4621
11,378,4621
11,377,4622
11,376,4623
11,376,4623
10,375,4625
10,375,4625
10,375,4625
10,375,4625
10,373,4627
10,372,4628
10,371,4629
10,368,4632
10,367,4633
10,367,4633
10,366,4634
10,366,4634
10,366,4634
10,364,4636
10,361,4639
10,361,4639
10,360,4640
10,360,4640
10,360,4640
10,360,4640
10,360,4640
10,360,4640
10,359,4641
10,359,4641
10,359,4641
10,359,4641
10,359,4641
10,359,4641
10,358,4642
10,358,4642
10,358,4642
10,355,4645
10,355,4645
10,354,4646
10,354,4646
10,351,4649
10,351,4649
10,351,4649
10,351,4649
10,350,4650
10,349,4651
10,348,4652
10,348,4652
10,348,4652
10,348,4652
10,348,4652
10,348,4652
10,347,4653
10,346,4654
10,346,4654
10,345,4655
10,344,4656
10,342,4658
10,339,4661
10,338,4662
10,337,4663
10,337,4663
10,334,4666
10,334,4666
10,333,4667
10,333,4667
10,333,4667
10,333,4667
10,333,4667
10,332,4668
10,330,4670
10,329,4671
10,328,4672
10,327,4673
10,327,4673
10,327,4673
10,326,4674
10,325,4675
10,325,4675
10,325,4675
10,324,4676
10,323,4677
10,322,4678
10,322,4678
10,320,4680
10,319,4681
10,319,4681
10,318,4682
10,318,4682
10,317,4683
10,317,4683
10,317,4683
10,315,4685
9,314,4687
9,313,4688
9,313,4688
9,312,4689
9,311,4690
9,309,4692
9,309,4692
9,309,4692
9,309,4692
9,307,4694
9,306,4695
9,304,4697
9,304,4697
9,304,4697
9,304,4697
9,303,4698
9,303,4698
9,302,4699
9,301,4700
9,300,4701
9,300,4701
8,301,4701
8,297,4705
8,296,4706
8,296,4706
8,293,4709
8,291,4711
8,291,4711
8,290,4712
8,289,4713
8,289,4713
8,289,4713
8,289,4713
8,289,4713
8,287,4715
8,285,4717
8,285,4717
8,285,4717
8,285,4717
8,285,4717
8,284,4718
8,284,4718
8,284,4718
8,284,4718
8,284,4718
8,282,4720
8,282,4720
8,281,4721
8,281,4721
8,281,4721
7,281,4722
7,279,4724
7,278,4725
7,278,4725
7,277,4726
7,277,4726
7,277,4726
7,277,4726
7,276,4727
7,275,4728
7,275,4728
7,275,4728
7,275,4728
7,272,4731
7,271,4732
7,271,4732
7,270,4733
7,270,4733
7,269,4734
7,269,4734
7,269,4734
7,269,4734
7,269,4734
7,269,4734
7,268,4735
7,268,4735
7,268,4735
7,268,4735
7,267,4736
7,266,4737
7,266,4737
7,265,4738
7,265,4738
7,265,4738
7,265,4738
7,264,4739
7,264,4739
7,263,4740
7,262,4741
7,262,4741
7,261,4742
7,260,4743
7,260,4743
7,260,4743
7,260,4743
7,260,4743
6,261,4743
6,260,4744
6,260,4744
6,260,4744
6,260,4744
6,260,4744
6,260,4744
6,257,4747
6,256,4748
6,256,4748
6,256,4748
6,256,4748
6,256,4748
6,256,4748
6,255,4749
6,255,4749
6,254,4750
6,253,4751
6,252,4752
6,252,4752
6,252,4752
6,251,4753
6,251,4753
6,249,4755
6,249,4755
6,248,4756
6,247,4757
6,247,4757
6,247,4757
6,246,4758
6,243,4761
6,241,4763
6,241,4763
6,241,4763
6,241,4763
6,241,4763
6,241,4763
6,239,4765
6,238,4766
6,236,4768
6,236,4768
6,236,4768
6,236,4768
6,236,4768
5,237,4768
5,237,4768
5,237,4768
5,237,4768
5,236,4769
5,235,4770
5,234,4771
5,234,4771
5,234,4771
5,234,4771
5,234,4771
5,233,4772
5,233,4772
5,233,4772
5,233,4772
5,233,4772
5,233,4772
5,233,4772
5,233,4772
5,232,4773
5,231,4774
5,231,4774
5,231,4774
5,231,4774
5,231,4774
5,231,4774
5,229,4776
5,228,4777
5,228,4777
5,228,4777
5,228,4777
5,228,4777
5,228,4777
5,227,4778
5,227,4778
5,226,4779
5,226,4779
5,226,4779
5,225,4780
5,224,4781
5,224,4781
5,224,4781
5,223,4782
5,222,4783
5,221,4784
5,221,4784
5,221,4784
5,221,4784
5,220,4785
5,220,4785
5,220,4785
5,220,4785
5,220,4785
5,220,4785
5,220,4785
5,220,4785
5,219,4786
5,219,4786
5,219,4786
5,218,4787
5,218,4787
5,218,4787
5,216,4789
5,216,4789
5,216,4789
5,216,4789
5,216,4789
5,214,4791
5,212,4793
5,212,4793
5,212,4793
5,211,4794
5,210,4795
5,210,4795
5,210,4795
5,209,4796
5,207,4798
5,206,4799
5,205,4800
5,203,4802
5,201,4804
5,201,4804
5,201,4804
5,200,4805
5,200,4805
5,200,4805
5,200,4805
5,200,4805
5,200,4805
5,200,4805
5,199,4806
5,199,4806
5,199,4806
5,198,4807
5,198,4807
5,198,4807
5,198,4807
5,198,4807
5,198,4807
5,198,4807
5,197,4808
5,197,4808
5,197,4808
5,197,4808
5,196,4809
5,196,4809
5,195,4810
5,195,4810
5,195,4810
5,195,4810
5,195,4810
5,195,4810
5,194,4811
5,193,4812
5,193,4812
5,193,4812
5,193,4812
5,193,4812
5,192,4813
5,191,4814
5,191,4814
5,191,4814
5,191,4814
5,191,4814
5,190,4815
5,190,4815
5,190,4815
5,189,4816
5,189,4816
5,189,4816
5,189,4816
5,188,4817
5,187,4818
5,187,4818
5,187,4818
5,187,4818
5,187,4818
5,187,4818
5,187,4818
5,187,4818
5,187,4818
5,187,4818
5,187,4818
5,187,4818
5,187,4818
5,187,4818
5,186,4819
5,186,4819
5,185,4820
5,185,4820
5,183,4822
5,182,4823
5,181,4824
5,181,4824
5,179,4826
5,179,4826
5,179,4826
5,179,4826
5,179,4826
5,177,4828
5,177,4828
5,177,4828
5,177,4828
5,177,4828
5,177,4828
5,177,4828
5,177,4828
5,177,4828
5,177,4828
5,177,4828
5,176,4829
5,176,4829
5,175,4830
5,174,4831
5,173,4832
5,173,4832
5,172,4833
5,172,4833
5,172,4833
5,172,4833
5,172,4833
5,171,4834
5,171,4834
5,170,4835
5,170,4835
5,170,4835
5,170,4835
5,170,4835
5,170,4835
5,169,4836
5,168,4837
5,167,4838
5,167,4838
5,167,4838
5,167,4838
5,167,4838
5,167,4838
5,167,4838
5,167,4838
5,167,4838
5,167,4838
5,167,4838
5,167,4838
5,167,4838
5,167,4838
5,166,4839
5,166,4839
5,166,4839
5,164,4841
5,164,4841
5,164,4841
5,164,4841
5,164,4841
5,164,4841
5,164,4841
5,164,4841
5,162,4843
5,162,4843
5,161,4844
5,161,4844
5,161,4844
5,161,4844
5,161,4844
5,160,4845
5,159,4846
5,159,4846
5,159,4846
5,159,4846
5,159,4846
5,159,4846
5,159,4846
5,159,4846
5,158,4847
5,158,4847
5,158,4847
5,157,4848
5,157,4848
5,157,4848
5,157,4848
5,157,4848
5,156,4849
5,156,4849
5,156,4849
5,156,4849
5,156,4849
5,156,4849
5,156,4849
5,156,4849
5,156,4849
5,156,4849
5,155,4850
5,155,4850
5,154,4851
5,154,4851
5,153,4852
5,153,4852
5,153,4852
5,153,4852
5,153,4852
5,153,4852
5,152,4853
5,151,4854
5,151,4854
5,150,4855
5,150,4855
5,149,4856
5,149,4856
5,149,4856
5,149,4856
5,149,4856
5,148,4857
5,148,4857
5,148,4857
5,148,4857
5,148,4857
5,148,4857
5,148,4857
5,148,4857
5,147,4858
5,147,4858
5,146,4859
5,146,4859
5,146,4859
5,146,4859
5,146,4859
5,146,4859
5,146,4859
5,146,4859
5,146,4859
5,145,4860
5,145,4860
5,145,4860
5,145,4860
5,144,4861
5,144,4861
5,144,4861
5,144,4861
5,144,4861
5,144,4861
5,144,4861
5,144,4861
5,144,4861
5,144,4861
5,143,4862
5,143,4862
5,143,4862
5,143,4862
5,142,4863
5,142,4863
5,142,4863
5,142,4863
5,142,4863
5,142,4863
5,142,4863
5,142,4863
5,142,4863
5,142,4863
5,142,4863
5,141,4864
5,140,4865
5,140,4865
5,140,4865
5,140,4865
5,140,4865
5,140,4865
5,139,4866
5,139,4866
5,139,4866
5,139,4866
5,139,4866
5,139,4866
5,138,4867
5,138,4867
5,138,4867
5,138,4867
5,138,4867
5,138,4867
5,138,4867
5,136,4869
5,136,4869
5,136,4869
5,136,4869
5,136,4869
5,136,4869
5,136,4869
5,136,4869
5,136,4869
5,136,4869
5,136,4869
5,134,4871
5,134,4871
5,134,4871
5,134,4871
5,134,4871
5,134,4871
5,134,4871
5,134,4871
5,134,4871
5,134,4871
5,134,4871
5,132,4873
5,132,4873
5,132,4873
5,132,4873
5,132,4873
5,132,4873
5,131,4874
5,130,4875
5,130,4875
5,130,4875
5,128,4877
5,128,4877
5,127,4878
5,127,4878
5,127,4878
5,127,4878
5,127,4878
5,127,4878
5,127,4878
5,127,4878
5,127,4878
5,127,4878
5,127,4878
5,127,4878
5,126,4879
5,126,4879
5,126,4879
5,126,4879
5,126,4879
5,126,4879
5,126,4879
5,125,4880
5,125,4880
5,124,4881
5,122,4883
5,122,4883
5,122,4883
5,122,4883
5,122,4883
5,122,4883
5,122,4883
5,121,4884
5,120,4885
5,119,4886
5,119,4886
5,119,4886
5,119,4886
5,119,4886
5,119,4886
5,119,4886
5,119,4886
5,118,4887
5,118,4887
5,118,4887
5,118,4887
5,117,4888
4,118,4888
4,118,4888
4,118,4888
4,118,4888
4,117,4889
4,117,4889
4,117,4889
4,116,4890
4,116,4890
4,116,4890
4,116,4890
4,116,4890
4,116,4890
4,115,4891
4,115,4891
4,115,4891
4,115,4891
4,115,4891
4,115,4891
4,113,4893
4,113,4893
4,113,4893
4,113,4893
4,113,4893
4,113,4893
4,113,4893
4,113,4893
4,113,4893
4,113,4893
4,112,4894
4,112,4894
4,110,4896
4,110,4896
4,110,4896
4,110,4896
4,110,4896
4,110,4896
4,110,4896
4,110,4896
4,109,4897
4,109,4897
4,109,4897
4,107,4899
4,107,4899
4,107,4899
4,107,4899
4,107,4899
4,106,4900
4,106,4900
4,106,4900
4,106,4900
4,105,4901
4,105,4901
4,105,4901
4,105,4901
4,103,4903
4,103,4903
4,103,4903
4,103,4903
4,103,4903
4,103,4903
4,103,4903
4,103,4903
4,102,4904
4,102,4904
4,102,4904
4,102,4904
4,102,4904
4,102,4904
4,101,4905
4,101,4905
4,101,4905
4,101,4905
4,101,4905
4,101,4905
4,101,4905
4,101,4905
4,101,4905
4,101,4905
4,100,4906
4,100,4906
4,100,4906
4,100,4906
4,100,4906
4,100,4906
4,100,4906
4,100,4906
4,100,4906
4,98,4908
4,98,4908
4,97,4909
4,97,4909
4,97,4909
4,97,4909
4,97,4909
4,97,4909
4,97,4909
4,97,4909
4,96,4910
4,96,4910
4,96,4910
4,96,4910
4,96,4910
4,96,4910
4,96,4910
4,96,4910
4,95,4911
4,95,4911
4,95,4911
4,95,4911
4,95,4911
4,95,4911
4,94,4912
4,94,4912
4,94,4912
4,94,4912
4,94,4912
4,94,4912
4,94,4912
4,94,4912
4,93,4913
4,93,4913
4,93,4913
4,93,4913
4,93,4913
4,93,4913
4,93,4913
4,93,4913
4,93,4913
4,93,4913
4,93,4913
4,93,4913
4,93,4913
4,93,4913
4,93,4913
4,92,4914
4,91,4915
4,91,4915
4,91,4915
4,91,4915
4,91,4915
4,91,4915
4,91,4915
4,91,4915
4,90,4916
4,89,4917
4,88,4918
4,87,4919
4,87,4919
4,87,4919
4,87,4919
4,87,4919
4,87,4919
4,87,4919
4,87,4919
4,86,4920
4,86,4920
4,86,4920
4,86,4920
4,86,4920
4,86,4920
4,86,4920
4,86,4920
4,86,4920
4,86,4920
4,85,4921
4,85,4921
4,85,4921
4,84,4922
4,83,4923
4,83,4923
4,83,4923
4,83,4923
4,83,4923
4,83,4923
4,83,4923
4,83,4923
4,83,4923
4,83,4923
4,83,4923
4,83,4923
4,82,4924
4,82,4924
4,81,4925
4,81,4925
4,81,4925
4,81,4925
4,81,4925
4,81,4925
4,81,4925
4,81,4925
4,80,4926
4,80,4926
4,80,4926
4,79,4927
4,79,4927
4,79,4927
4,79,4927
4,79,4927
4,79,4927
4,79,4927
4,79,4927
4,78,4928
4,78,4928
4,78,4928
4,77,4929
4,77,4929
4,77,4929
4,77,4929
4,77,4929
4,77,4929
4,77,4929
4,76,4930
4,76,4930
4,76,4930
4,76,4930
4,75,4931
4,75,4931
4,75,4931
4,75,4931
4,75,4931
4,75,4931
4,75,4931
4,75,4931
4,75,4931
4,75,4931
4,75,4931
4,75,4931
4,75,4931
4,75,4931
4,75,4931
4,75,4931
4,75,4931
4,75,4931
4,75,4931
4,75,4931
4,73,4933
4,73,4933
4,73,4933
4,73,4933
4,72,4934
4,71,4935
4,71,4935
4,71,4935
4,71,4935
4,71,4935
4,71,4935
4,69,4937
4,68,4938
4,68,4938
4,68,4938
4,68,4938
4,68,4938
4,67,4939
4,67,4939
4,67,4939
4,67,4939
4,66,4940
4,65,4941
4,65,4941
4,65,4941
4,65,4941
4,65,4941
4,64,4942
4,64,4942
4,64,4942
4,64,4942
4,64,4942
4,64,4942
4,64,4942
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,63,4943
4,62,4944
4,62,4944
4,62,4944
4,62,4944
4,62,4944
4,62,4944
4,62,4944
4,62,4944
4,62,4944
4,62,4944
4,61,4945
4,61,4945
4,61,4945
4,61,4945
4,61,4945
4,61,4945
4,60,4946
4,60,4946
4,59,4947
4,59,4947
4,59,4947
4,59,4947
4,59,4947
4,59,4947
4,59,4947
4,59,4947
4,58,4948
4,58,4948
4,58,4948
4,58,4948
4,58,4948
4,58,4948
4,58,4948
4,57,4949
4,56,4950
4,56,4950
4,56,4950
4,55,4951
4,55,4951
4,55,4951
4,55,4951
4,55,4951
4,55,4951
4,55,4951
4,54,4952
4,54,4952
4,54,4952
4,54,4952
4,54,4952
4,54,4952
4,54,4952
4,54,4952
4,54,4952
4,53,4953
4,53,4953
4,53,4953
4,53,4953
4,53,4953
4,53,4953
4,53,4953
4,53,4953
4,53,4953
4,52,4954
4,51,4955
4,51,4955
4,51,4955
4,51,4955
4,51,4955
4,51,4955
4,51,4955
4,51,4955
4,51,4955
4,51,4955
4,50,4956
4,50,4956
4,50,4956
4,50,4956
4,50,4956
4,50,4956
4,50,4956
4,50,4956
4,50,4956
4,50,4956
4,50,4956
4,50,4956
4,50,4956
4,50,4956
4,50,4956
4,50,4956
4,50,4956
4,50,4956
4,50,4956
4,49,4957
4,49,4957
4,49,4957
4,48,4958
4,48,4958
4,48,4958
4,48,4958
4,48,4958
4,48,4958
4,48,4958
4,48,4958
4,48,4958
4,46,4960
4,46,4960
4,46,4960
4,45,4961
4,45,4961
4,45,4961
4,45,4961
4,44,4962
4,44,4962
4,44,4962
4,44,4962
4,44,4962
4,44,4962
4,44,4962
4,44,4962
4,44,4962
4,44,4962
4,44,4962
4,44,4962
4,44,4962
4,44,4962
4,42,4964
4,41,4965
4,41,4965
4,40,4966
4,40,4966
4,40,4966
4,40,4966
4,40,4966
4,40,4966
4,40,4966
4,40,4966
4,40,4966
4,40,4966
4,40,4966
4,40,4966
4,40,4966
3,41,4966
3,41,4966
3,41,4966
3,41,4966
3,41,4966
3,41,4966
3,41,4966
3,41,4966
3,41,4966
3,41,4966
3,40,4967
3,40,4967
3,40,4967
3,40,4967
3,40,4967
3,40,4967
3,40,4967
3,40,4967
3,39,4968
3,38,4969
3,37,4970
3,37,4970
3,37,4970
3,37,4970
3,37,4970
3,37,4970
3,37,4970
3,37,4970
3,37,4970
3,37,4970
3,37,4970
3,37,4970
3,36,4971
3,36,4971
3,36,4971
3,36,4971
3,36,4971
3,36,4971
3,36,4971
3,36,4971
3,36,4971
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,35,4972
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,34,4973
3,33,4974
3,33,4974
3,33,4974
3,33,4974
3,33,4974
3,33,4974
3,33,4974
3,33,4974
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,32,4975
3,31,4976
3,31,4976
3,31,4976
3,31,4976
3,31,4976
3,31,4976
3,30,4977
3,30,4977
3,30,4977
3,30,4977
3,29,4978
3,29,4978
3,29,4978
3,29,4978
3,29,4978
3,29,4978
3,29,4978
3,29,4978
3,29,4978
3,29,4978
3,29,4978
3,29,4978
3,29,4978
3,29,4978
3,29,4978
3,29,4978
3,29,4978
3,29,4978
3,29,4978
3,29,4978
3,28,4979
3,28,4979
3,28,4979
3,28,4979
3,28,4979
3,27,4980
3,27,4980
3,27,4980
